"Hogar","Factor","Comuna","Personas","Vehículos","BicicletasAdulto","BicicletasNino","IngresoHogar","Hombres","Mujeres","LicenciasdeConducir","PasesEscolares","Trabajadores","Estudiantes","Jubilados","DuenosdeCasa","Desempleados","Otros","Niños","Jovenes","AdultoJovenes","Adultos","AdultoMayores","Discapacidad","ViajesTrabajo","ViajesEstudio","ViajesOtro"
"201","107.15064239502","SANTIAGO","1","0","1","0","321892","0","1","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","3"
"202","215.01640319824","LA GRANJA","7","0","1","1","1336155","3","4","1","0","3","2","1","1","0","0","0","2","0","4","1","1","3","4","6"
"203","93.018997192383","SAN BERNARDO","3","1","1","0","776988","2","1","1","0","2","0","1","1","0","1","0","0","0","1","2","1","4","0","2"
"204","396.93002319336","LA PINTANA","3","2","0","0","495696","2","1","2","0","2","0","0","1","0","0","0","0","0","3","0","0","4","0","4"
"205","54.210762023926","INDEPENDENCIA","5","0","3","1","668282","2","3","0","0","2","2","0","1","0","0","0","1","1","3","0","1","4","4","4"
"206","122.90768432617","SAN RAMON","4","0","0","0","164434","3","1","0","0","2","2","0","0","0","0","0","2","0","2","0","0","8","4","6"
"207","45.040328979492","LAS CONDES","1","1","1","0","860786","1","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","4","0","6"
"208","87.114959716797","PUDAHUEL","2","0","1","0","92231","1","1","1","1","0","1","0","1","0","0","0","0","0","1","1","0","0","0","0"
"209","90.891632080078","SAN BERNARDO","6","0","0","0","1215498","1","5","0","1","3","1","0","2","0","0","0","0","1","4","1","2","2","0","8"
"210","65.101936340332","SAN JOAQUIN","5","1","0","0","458708","2","3","1","1","2","1","1","2","0","1","0","1","0","2","2","0","2","2","2"
"211","184.75086975098","MAIPU","4","2","1","0","595330","3","1","1","1","3","1","0","0","0","0","0","1","1","2","0","0","4","2","0"
"212","66.83975982666","RECOLETA","1","0","0","0","120000","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","4"
"213","172.4012298584","LA PINTANA","1","0","0","0","165430","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","2"
"214","312.42742919922","RECOLETA","5","2","2","0","1712898","3","2","1","0","3","0","0","2","0","0","0","0","0","5","0","0","7","0","5"
"215","55.185157775879","INDEPENDENCIA","4","0","2","1","344856","1","3","0","1","0","2","1","1","0","0","0","2","0","1","1","0","0","4","6"
"216","122.52672576904","RENCA","3","0","0","0","74452","2","1","0","1","0","2","0","0","1","0","0","2","0","1","0","0","0","2","8"
"217","81.199684143066","PUDAHUEL","1","1","0","0","600000","0","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0","2","0","0"
"218","135.56422424316","CONCHALI","5","2","0","0","600000","2","3","3","0","1","2","0","2","0","0","1","1","0","3","0","0","2","4","4"
"219","29.095056533814","PIRQUE","4","0","0","1","280000","1","3","0","0","1","1","0","0","1","1","2","0","2","0","0","0","0","0","12"
"220","65.373390197754","PUDAHUEL","4","0","0","0","537314","2","2","0","0","3","0","0","1","0","0","0","0","0","4","0","0","4","0","4"
"221","58.767623901367","MELIPILLA","2","0","1","0","400000","1","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","4"
"222","45.437461853027","ÑUÑOA","4","1","2","0","1009735","2","2","1","0","2","0","1","2","0","0","0","0","1","2","1","1","4","0","4"
"223","102.01415252685","PUENTE ALTO","6","0","0","2","480016","3","3","0","2","1","3","1","1","0","0","0","3","0","2","1","0","2","0","8"
"224","139.23828125","MAIPU","7","1","0","0","975521","3","4","0","1","4","2","0","1","0","0","0","2","2","3","0","0","9","4","3"
"225","105.59272766113","RECOLETA","4","0","0","0","650000","0","4","1","2","1","2","0","1","0","0","0","0","2","2","0","0","2","3","6"
"226","71.275634765625","LA GRANJA","4","0","1","1","250000","2","2","0","0","1","2","0","1","0","0","0","2","0","2","0","0","2","4","8"
"227","138.61164855957","SAN RAMON","3","0","1","0","487319","1","2","0","0","1","0","1","0","0","1","0","0","0","2","1","1","0","0","0"
"228","63.652515411377","LA PINTANA","5","0","0","0","795000","4","1","0","2","3","2","0","1","0","0","0","1","1","3","0","0","6","2","4"
"229","57.926258087158","SAN BERNARDO","2","1","0","0","139373","1","1","1","0","2","0","0","1","0","0","0","0","0","2","0","0","0","0","0"
"230","32.619983673096","SAN BERNARDO","4","1","2","2","560000","2","2","2","0","2","2","0","0","0","0","0","2","0","1","1","0","4","4","11"
"231","131.5026550293","PUENTE ALTO","2","0","0","0","1000000","2","0","1","1","1","1","0","0","0","0","0","0","0","2","0","0","2","0","0"
"232","217.71134948731","LO PRADO","4","1","0","0","688016","2","2","4","0","3","0","0","1","0","0","0","0","0","4","0","0","6","0","6"
"233","78.53231048584","LA FLORIDA","3","0","1","0","790620","1","2","0","0","2","0","0","1","0","0","0","0","0","3","0","0","2","0","2"
"234","194.89256286621","LAS CONDES","4","2","0","0","2617968","2","2","4","0","1","1","2","0","0","2","0","0","0","2","2","0","6","1","11"
"235","141.39973449707","ESTACION CENTRAL","3","0","0","0","413505","1","2","0","1","1","1","1","1","0","0","0","1","0","1","1","0","2","2","2"
"236","117.74494934082","MAIPU","2","0","0","0","202960","1","1","0","0","1","0","0","1","0","0","0","0","0","1","1","0","0","0","4"
"237","96.615371704102","LA PINTANA","3","0","2","0","43854","1","2","0","0","1","1","0","1","0","0","0","1","0","2","0","0","2","0","0"
"238","94.861602783203","PEÑALOLEN","4","1","2","0","1153207","3","1","3","2","2","2","0","0","0","0","0","0","2","2","0","0","5","4","3"
"239","142.21171569824","PUENTE ALTO","4","2","0","0","700000","3","1","1","0","2","2","0","0","0","0","0","0","2","2","0","0","6","0","2"
"240","44.679103851318","MELIPILLA","4","1","1","0","450000","2","2","1","2","2","2","0","1","0","0","0","1","0","2","1","1","3","4","2"
"241","30.882223129273","LA REINA","3","1","0","1","2815648","1","2","3","0","3","0","0","0","0","0","0","0","0","3","0","0","6","0","0"
"242","56.819423675537","MAIPU","4","1","1","1","450000","2","2","2","0","1","1","0","0","1","1","1","1","0","2","0","0","2","2","0"
"243","74.812309265137","PADRE HURTADO","4","0","1","0","519000","3","1","0","0","2","0","0","0","1","1","0","0","1","3","0","0","5","0","3"
"244","108.41885375977","LA GRANJA","2","0","1","0","539233","1","1","0","0","1","0","1","0","0","1","0","0","0","2","0","0","4","0","0"
"245","203.77188110352","MACUL","1","0","0","0","58174","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","2"
"246","134.95864868164","PUENTE ALTO","2","0","0","0","495904","1","1","0","0","1","0","1","0","0","1","0","0","0","1","1","0","0","0","2"
"247","58.277626037598","PUENTE ALTO","4","1","4","0","648807","2","2","1","3","2","2","0","0","0","0","0","2","0","2","0","0","4","4","2"
"248","233.82185363769","SAN BERNARDO","7","2","1","1","845567","3","4","1","0","2","2","0","2","1","1","2","0","1","4","0","1","4","2","20"
"249","171.38404846191","INDEPENDENCIA","3","1","1","1","490309","2","1","0","0","1","1","1","0","0","0","0","1","0","2","0","0","3","2","3"
"250","110.40451049805","INDEPENDENCIA","3","0","0","0","595103","2","1","0","1","1","0","1","0","1","1","0","0","0","2","1","0","2","0","2"
"251","151.02354431152","SANTIAGO","3","0","0","0","485463","1","2","0","1","1","1","1","1","0","2","0","1","0","0","2","0","2","2","4"
"252","210.86431884766","LO ESPEJO","1","0","0","0","98000","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","2","0","2"
"253","78.72346496582","ESTACION CENTRAL","5","0","0","1","274501","3","2","1","1","1","3","0","1","0","0","1","2","0","2","0","0","3","6","3"
"254","152.68608093262","LAS CONDES","2","0","2","0","596228","1","1","1","0","1","0","0","0","1","0","0","0","0","2","0","0","0","0","2"
"255","188.26919555664","PEDRO AGUIRRE CERDA","3","0","0","0","298000","2","1","1","1","1","1","0","1","0","0","0","0","0","3","0","0","2","2","2"
"256","91.342308044434","PUENTE ALTO","3","0","0","0","500000","1","2","0","1","1","1","0","1","0","0","0","1","0","2","0","0","2","2","0"
"257","183.01356506348","LAMPA","3","0","2","0","300000","2","1","0","1","1","1","0","1","0","0","0","1","0","2","0","0","2","2","4"
"258","88.771202087402","MAIPU","3","0","0","0","300000","2","1","1","2","1","2","0","0","0","0","0","1","1","1","0","0","0","4","2"
"259","43.772174835205","EL MONTE","4","0","1","0","880000","3","1","0","0","2","0","1","1","0","0","0","0","1","2","1","0","4","0","2"
"260","86.247146606445","MAIPU","4","0","1","0","420000","2","2","0","1","1","2","0","1","0","0","0","1","1","2","0","0","2","4","2"
"261","93.802215576172","RENCA","4","0","0","0","650000","2","2","0","1","1","1","0","1","0","1","1","1","0","2","0","0","2","2","4"
"262","96.394416809082","CONCHALI","3","1","0","0","700000","1","2","1","1","2","0","0","0","0","1","0","0","1","2","0","0","0","2","2"
"263","140.79742431641","RENCA","1","0","0","0","150000","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"264","155.26701354981","PUDAHUEL","5","0","0","0","480000","4","1","1","3","2","4","0","0","0","0","0","3","1","1","0","0","2","0","10"
"265","192.82691955566","LA CISTERNA","1","0","1","0","316098","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","1","0","2"
"266","122.18825531006","LAS CONDES","1","0","0","0","250000","1","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","2","0","2"
"267","84.592994689941","SANTIAGO","4","0","0","3","446373","2","2","0","1","1","3","0","0","0","0","0","3","0","1","0","0","0","6","2"
"268","115.92077636719","LA FLORIDA","4","0","2","0","704443","3","1","0","0","1","0","1","1","1","2","0","0","0","3","1","0","0","0","4"
"269","42.034938812256","LA REINA","4","1","0","3","1858585","2","2","3","0","2","1","1","3","0","0","1","0","0","2","1","1","5","2","10"
"270","102.05233764648","PROVIDENCIA","2","1","2","0","1239227","0","2","1","0","2","0","0","1","0","0","0","0","0","2","0","0","7","0","3"
"271","45.353675842285","TALAGANTE","4","0","0","1","400000","2","2","0","1","1","2","0","1","0","0","0","1","1","2","0","0","2","0","2"
"272","171.38404846191","INDEPENDENCIA","3","1","1","0","816698","1","2","1","1","2","1","0","0","0","0","0","0","1","2","0","0","2","0","0"
"273","69.799057006836","CONCHALI","4","0","0","0","1100000","1","3","0","0","2","1","0","1","0","0","1","0","0","3","0","0","4","2","2"
"274","60.780632019043","ESTACION CENTRAL","3","0","1","0","965694","2","1","3","0","2","1","0","0","0","0","0","0","0","3","0","0","4","2","0"
"275","142.55598449707","LA GRANJA","1","0","0","0","100000","0","1","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","2"
"276","135.02079772949","LAS CONDES","3","2","0","0","801555","1","2","2","1","2","1","1","2","0","1","0","0","1","2","0","0","4","2","2"
"277","65.801597595215","LA PINTANA","7","0","0","1","600000","4","3","1","0","3","2","1","1","1","0","0","2","0","4","1","0","4","4","4"
"278","53.959415435791","ÑUÑOA","2","1","0","0","600000","1","1","1","0","1","0","0","1","0","0","0","0","0","2","0","0","2","0","0"
"279","108.2548828125","SANTIAGO","3","2","0","0","409325","2","1","1","1","1","1","0","1","0","1","0","1","0","1","1","0","0","2","2"
"280","217.21371459961","SAN RAMON","1","0","0","0","400000","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","2","0","0"
"281","198.22923278809","CERRO NAVIA","5","1","2","0","840000","3","2","3","0","2","0","1","1","0","1","1","0","0","3","1","0","4","0","0"
"282","69.24585723877","PUDAHUEL","4","1","0","0","600000","3","1","1","0","1","1","0","1","0","1","1","1","1","1","0","0","2","0","6"
"283","46.236431121826","PUDAHUEL","4","1","2","1","820000","2","2","2","0","3","1","0","1","0","0","0","1","1","2","0","0","4","2","0"
"284","69.355697631836","PEÑALOLEN","4","1","1","0","1200361","1","3","2","0","3","0","1","0","0","1","0","0","0","2","2","1","4","0","2"
"285","229.59268188477","PEDRO AGUIRRE CERDA","2","0","0","0","350000","1","1","0","0","0","0","1","1","0","0","0","0","0","0","2","1","0","0","6"
"286","106.2589263916","LO ESPEJO","4","0","1","0","498000","2","2","0","1","2","0","0","1","1","0","0","0","0","3","1","1","4","0","6"
"287","367.24609375","SAN BERNARDO","6","2","1","1","1325554","3","3","2","2","1","3","1","1","0","0","0","1","2","2","1","1","3","2","13"
"288","69.992874145508","SAN JOAQUIN","2","1","0","0","221767","1","1","1","0","0","0","1","1","0","0","0","0","0","0","2","0","0","0","10"
"289","70.774688720703","LA FLORIDA","1","0","0","0","35889","0","1","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","2"
"290","213.06782531738","CONCHALI","2","1","0","0","662863","0","2","1","0","1","0","0","1","0","0","0","0","0","2","0","0","3","0","3"
"291","189.72966003418","RECOLETA","4","1","2","0","1293441","2","2","1","1","3","1","0","0","0","0","0","0","1","3","0","0","8","0","0"
"292","166.19587707519","PUENTE ALTO","3","2","0","0","662731","2","1","1","1","1","0","1","1","0","0","0","0","0","3","0","0","2","0","4"
"293","151.72047424316","ÑUÑOA","4","0","1","0","930662","3","1","0","0","2","1","1","1","0","0","0","0","1","2","1","0","4","0","0"
"294","84.007377624512","LA FLORIDA","2","0","1","0","150000","0","2","0","0","0","0","1","0","1","0","0","0","0","1","1","0","0","0","1"
"295","103.14463043213","CALERA DE TANGO","4","0","1","1","340000","2","2","0","1","1","1","1","1","0","0","0","1","0","2","1","1","2","2","2"
"296","79.250747680664","LA FLORIDA","5","0","0","0","714254","2","3","1","0","2","0","1","1","0","1","0","0","2","2","1","2","5","0","0"
"297","60.99340057373","EL MONTE","4","0","1","0","676053","3","1","0","0","2","1","0","1","0","0","0","1","0","1","2","0","4","2","2"
"298","149.92660522461","MELIPILLA","4","1","0","1","200000","1","3","1","0","1","2","0","1","0","0","0","2","0","2","0","0","2","4","2"
"299","191.89179992676","SANTIAGO","1","0","0","0","200000","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0"
"300","100.85212707519","MACUL","3","0","1","0","710538","1","2","0","0","2","0","0","1","0","0","0","0","0","1","2","2","2","0","2"
"301","94.301452636719","LAS CONDES","4","1","2","2","6850197","3","1","1","0","2","2","0","2","0","0","0","2","0","2","0","0","3","0","0"
"302","56.579284667969","QUILICURA","4","1","2","0","1154543","3","1","0","1","3","1","0","0","0","0","0","0","1","3","0","0","6","0","2"
"303","138.64916992188","LA PINTANA","2","0","0","0","136948","1","1","1","0","1","0","0","0","1","0","0","0","0","0","2","0","4","0","0"
"304","74.510391235352","PUENTE ALTO","4","0","0","1","700000","3","1","1","0","2","1","0","0","0","1","1","1","0","2","0","0","2","2","4"
"305","5.7465801239014","MELIPILLA","5","1","3","2","599469","2","3","2","0","2","2","0","0","0","1","1","2","0","2","0","0","0","0","4"
"306","99.964416503906","LA GRANJA","2","0","0","1","162925","1","1","0","1","1","1","0","0","0","0","0","1","0","1","0","0","2","2","1"
"307","90.799224853516","QUINTA NORMAL","2","0","0","0","116656","1","1","0","0","1","0","1","0","0","0","0","0","0","2","0","1","2","0","0"
"308","79.408332824707","COLINA","2","0","1","0","700000","1","1","0","0","2","0","0","0","0","0","0","0","0","0","2","0","4","0","0"
"309","53.973651885986","EL MONTE","6","0","1","0","200000","3","3","0","2","1","2","0","1","0","2","1","2","1","2","0","2","2","2","2"
"310","11.475384712219","COLINA","4","0","1","1","400000","1","3","0","2","1","2","0","1","0","0","0","2","0","2","0","0","2","0","6"
"311","89.279197692871","PUDAHUEL","5","1","1","0","1150000","2","3","2","2","3","2","0","0","0","0","0","1","2","2","0","0","4","2","2"
"312","100.78147125244","SANTIAGO","1","0","1","0","405770","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","2","0","0"
"313","58.059577941895","LAS CONDES","3","1","0","0","1288927","1","2","2","0","3","0","0","0","0","0","0","0","0","3","0","0","0","0","0"
"314","74.082206726074","PUENTE ALTO","5","0","0","12","593000","2","3","0","1","2","2","0","0","0","1","1","1","1","2","0","0","1","0","0"
"315","42.970634460449","LA FLORIDA","4","1","0","1","1209548","2","2","1","1","3","1","0","0","0","0","0","1","1","2","0","0","4","2","4"
"316","71.521011352539","PEÑALOLEN","5","0","0","1","844391","3","2","1","0","3","1","0","0","0","1","1","1","0","3","0","0","4","0","2"
"317","166.52355957031","VITACURA","5","2","0","0","1047285","2","3","3","1","2","3","0","0","0","0","0","0","1","4","0","0","1","3","9"
"318","117.3458404541","QUINTA NORMAL","2","0","0","0","380000","1","1","0","0","1","0","0","0","0","1","1","0","0","1","0","0","2","0","0"
"319","51.679672241211","CONCHALI","4","0","2","2","352125","1","3","0","1","1","1","1","1","0","0","0","1","0","2","1","0","2","2","4"
"320","69.94221496582","SAN BERNARDO","3","1","0","1","771273","2","1","1","0","1","1","0","1","0","0","0","1","1","1","0","1","2","2","0"
"321","115.84625244141","LA FLORIDA","4","0","2","0","630507","1","3","1","0","3","0","0","0","0","1","1","0","0","3","0","0","6","0","0"
"322","349.62884521484","QUINTA NORMAL","8","0","2","1","1092558","5","3","0","1","3","2","1","1","1","0","0","2","0","6","0","0","2","6","4"
"323","165.53532409668","RENCA","5","0","0","0","370000","3","2","0","2","1","2","1","1","0","0","0","0","2","2","1","1","0","0","10"
"324","69.314979553223","MACUL","3","1","1","0","465583","1","2","2","2","1","2","0","0","0","0","0","1","0","2","0","0","2","4","1"
"325","186.77403259277","PUENTE ALTO","2","0","0","0","400000","1","1","0","0","0","0","2","1","0","0","0","0","0","0","2","0","0","0","0"
"326","87.114959716797","PUDAHUEL","2","0","1","0","333805","1","1","0","0","1","0","1","0","0","0","0","0","0","2","0","0","2","0","4"
